O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
6620902,97432,F,163227.33,12/8/1994,3-MEDIUM,Clerk#000003343,0,iously regular ideas cajole theodolites. blithely even theodolites agai
6620903,1006198,P,216069.86,4/11/1995,2-HIGH,Clerk#000004767,0,refully special instructions after the car
6620928,137092,F,255630.95,5/17/1993,1-URGENT,Clerk#000004658,0,requests. furiously silent dolphins use along the
6620929,75238,F,192240.12,4/1/1994,1-URGENT,Clerk#000009756,0,"usly against the final, ironic depend"
6620930,2335,O,12767.02,3/29/1997,2-HIGH,Clerk#000006165,0,gainst the final packag
6620931,215264,F,54382.76,10/21/1992,4-NOT SPECIFIED,Clerk#000004094,0,s wake quickly across the carefully ironic pinto beans. 
6620932,1436231,O,215929.65,4/8/1997,2-HIGH,Clerk#000005698,0,xpress excuses-- pending dugouts cajo
6620933,730303,F,305104.97,11/30/1994,5-LOW,Clerk#000002239,0,long the blithely regular asymptotes-- carefully ironic grouches cajol
6620934,1182049,O,166150.28,11/18/1997,5-LOW,Clerk#000006063,0,te carefully. special theodolites wake blithely final instructions.
6620935,686662,F,173425.12,7/17/1994,4-NOT SPECIFIED,Clerk#000008868,0,he silent packages. bold deposits wake. blithely 
6620960,1208128,F,45681.96,2/14/1992,1-URGENT,Clerk#000004572,0, blithely bold sentiments affix
6620961,1006115,F,203256.02,5/18/1993,5-LOW,Clerk#000000275,0,y unusual dolphins. carefully regular theodolites doubt. quiet
6620962,263927,F,96926.16,8/7/1992,3-MEDIUM,Clerk#000009843,0,are quickly: platelets sublate. busily 
6620963,309925,O,20914.75,7/11/1998,1-URGENT,Clerk#000003738,0,he furiously final excuse
6620964,903937,O,161397.40,6/14/1997,2-HIGH,Clerk#000006813,0,inal pinto beans. bold pinto beans are furiously. blithely spe
6620965,444343,O,336684.07,6/11/1998,1-URGENT,Clerk#000005949,0,en packages wake against the foxes! theodolites detect alongside o
6620966,1059742,O,81714.63,4/8/1998,4-NOT SPECIFIED,Clerk#000002803,0,ds nag blithely atop the regular accounts. furiously s
6620967,74704,P,28942.46,5/15/1995,1-URGENT,Clerk#000007779,0,"totes about the silent, bold asymptotes wake furiously among the f"
6620992,39478,O,161026.97,11/12/1997,4-NOT SPECIFIED,Clerk#000006514,0,ourts hinder bravely sly
6620993,496060,F,113216.39,3/31/1994,5-LOW,Clerk#000001326,0,"nding accounts across the regular, pending"
6620994,276187,F,187643.04,1/11/1993,4-NOT SPECIFIED,Clerk#000002254,0,round the slyly express gifts sleep against the blithely ironic depend
6620995,866098,F,139962.91,10/14/1993,2-HIGH,Clerk#000009002,0,ly ironic accounts wake. asymptotes h
6620996,482174,F,268621.04,8/13/1993,3-MEDIUM,Clerk#000005537,0, bold depths. blithely final accounts after the regula
6620997,889489,F,161210.10,2/28/1993,1-URGENT,Clerk#000003667,0,ts cajole after the express packages. even theodolites dazzle blit
6620998,625582,O,207307.57,11/14/1995,4-NOT SPECIFIED,Clerk#000000259,0,requests. final platelets sleep 
6620999,646549,F,216458.27,12/10/1993,3-MEDIUM,Clerk#000003679,0,y. regular accounts wake blit
6621024,528758,F,85423.49,4/6/1993,1-URGENT,Clerk#000001662,0, deposits run carefully. ironic frays against the quickly final
6621025,821833,F,156566.83,2/2/1995,4-NOT SPECIFIED,Clerk#000000321,0,e after the courts. slyly ironic
6621026,531019,O,154022.85,6/23/1998,3-MEDIUM,Clerk#000000832,0,"c, ironic platelets. regular instructions boost across t"
6621027,1322347,O,184632.20,5/24/1996,5-LOW,Clerk#000000916,0,y pending packages unwind quickly always ironic courts. carefully b
6621028,658307,O,30813.52,12/9/1997,2-HIGH,Clerk#000008963,0,st the doggedly unusual foxes. carefully bold ideas haggle acco
6621029,161576,F,237535.21,3/10/1994,3-MEDIUM,Clerk#000006390,0,"e ironic, ironic asymptotes. slyly sile"
6621030,606754,F,294245.01,1/10/1993,2-HIGH,Clerk#000003082,0, sleep furiously alongside of the furiously final ideas.
6621031,713401,O,205769.17,6/29/1998,1-URGENT,Clerk#000002886,0,. slyly express platelets alongside of the fi
6621056,612175,F,191516.37,2/3/1995,1-URGENT,Clerk#000000222,0,haggle ruthlessly about the quickly special theodolites. i
6621057,307021,O,212841.35,12/8/1996,2-HIGH,Clerk#000008289,0,ckages boost according to the re
6621058,86234,F,64283.15,11/12/1993,5-LOW,Clerk#000005618,0, accounts run furiously ironic
6621059,323554,F,206997.42,12/5/1992,5-LOW,Clerk#000007118,0,ckages about the ironic accounts sleep furiousl
6621060,469058,O,175091.41,6/22/1996,3-MEDIUM,Clerk#000005639,0,es integrate. furiously final deposits at the quickly regular requests
6621061,951694,F,414808.61,6/17/1992,4-NOT SPECIFIED,Clerk#000007905,0,"fluffily pending pinto beans. express, iron"
6621062,615151,F,29515.51,11/17/1993,5-LOW,Clerk#000004217,0,nding foxes! requests sleep across the slyly pending 
6621063,817615,O,171565.25,2/27/1996,1-URGENT,Clerk#000000023,0,ic escapades. blithely even requests wake iron
6621088,130922,F,132106.88,7/31/1994,1-URGENT,Clerk#000006611,0,uctions nag blithely. slyly fluffy multiplie
6621089,1399645,O,165988.27,2/20/1997,1-URGENT,Clerk#000000965,0,es are fluffily along 
6621090,815851,F,183005.17,8/20/1992,4-NOT SPECIFIED,Clerk#000007477,0,oost fluffily slowly final
6621091,491965,F,240528.28,7/6/1993,5-LOW,Clerk#000002096,0,carefully. packages use boldly. ironic requests acc
6621092,443297,O,228458.21,4/7/1997,2-HIGH,Clerk#000005023,0,posits sleep after the unusual theodolites
6621093,1479760,O,237384.35,1/18/1998,1-URGENT,Clerk#000006835,0,o the slyly special ideas. fluffil
6621094,318088,O,197076.04,2/10/1998,3-MEDIUM,Clerk#000003628,0, realms wake slyly: do
6621095,84497,F,23242.93,1/13/1993,4-NOT SPECIFIED,Clerk#000009691,0,olites print blithely alongside of the accounts. furiously express accounts 
6621120,1137227,P,260795.06,4/17/1995,5-LOW,Clerk#000002901,0,"beans. final, unusual requ"
6621121,369151,F,49639.60,9/4/1992,4-NOT SPECIFIED,Clerk#000001214,0, even platelets integrate. slyly regular requests 
6621122,293807,F,87667.51,10/31/1993,3-MEDIUM,Clerk#000009101,0,hely silent courts: slyly p
6621123,13003,F,330262.58,1/3/1995,3-MEDIUM,Clerk#000000969,0,foxes! regularly express requests sleep slyly regular theodolites-- 
6621124,1019224,O,149947.11,2/11/1997,1-URGENT,Clerk#000000608,0,ey players. even accounts haggle after the blithely ir
6621125,73972,O,93868.24,12/5/1995,1-URGENT,Clerk#000006925,0, pending theodolites use according to t
6621126,1229041,F,200152.66,2/11/1995,2-HIGH,Clerk#000005579,0,theodolites sleep amon
6621127,1487197,F,209900.80,1/28/1993,3-MEDIUM,Clerk#000006470,0,"s cajole across the regular, sly deposits. instructions lose slyly. unusual "
6621152,796075,O,97521.47,9/25/1996,1-URGENT,Clerk#000001859,0,equests alongside of the accounts haggle fu
6621153,1122314,O,26070.84,7/14/1998,4-NOT SPECIFIED,Clerk#000002726,0, instructions above the ironically ironic tithes boost 
6621154,219074,O,216684.54,5/16/1996,1-URGENT,Clerk#000000179,0,s. blithely final instructions against the silent
6621155,960589,O,189956.72,11/11/1996,4-NOT SPECIFIED,Clerk#000000607,0,"le carefully according to the even, pending asymptotes. blithely busy depe"
6621156,102298,F,52625.98,3/15/1995,3-MEDIUM,Clerk#000000730,0,inst the requests. theodolites cajole along the iro
6621157,302771,F,286186.48,6/12/1992,2-HIGH,Clerk#000008602,0,ts maintain. final accounts d
6621158,662624,P,116540.92,5/13/1995,5-LOW,Clerk#000005457,0,y above the slyly ironic deposits. qui
6621159,706666,F,209244.15,10/18/1992,1-URGENT,Clerk#000009867,0,unts. carefully silent pinto beans a
6621184,1430995,O,181734.65,7/14/1995,3-MEDIUM,Clerk#000000782,0,ckly furiously final deposits. instructi
6621185,1216108,F,252294.59,11/17/1994,1-URGENT,Clerk#000003782,0," slyly permanent deposits grow blithely silent deposits. final, re"
6621186,118415,O,295381.20,7/8/1995,5-LOW,Clerk#000002276,0,thely express packages at the blith
6621187,1185041,F,98620.12,5/22/1993,5-LOW,Clerk#000000523,0,"sly ironic theodolites solve ruthlessly after the even, regular packages. i"
6621188,1475413,F,208663.06,10/21/1992,3-MEDIUM,Clerk#000003532,0,"pending, express dolphins sublate a"
6621189,737345,O,336560.59,1/22/1998,3-MEDIUM,Clerk#000008334,0,tructions detect final theodolites
6621190,1050961,O,149806.24,7/5/1998,3-MEDIUM,Clerk#000008414,0,refully special packages according to the regular platelets wake among
6621191,995059,F,101643.07,6/19/1992,2-HIGH,Clerk#000004185,0, even packages. blithely e
6621216,430582,F,337723.64,9/3/1994,3-MEDIUM,Clerk#000002769,0,carefully final foxes. furiously ironic foxes cajole against t
6621217,760525,O,15743.03,5/8/1997,3-MEDIUM,Clerk#000009422,0,ly ironic requests. unusual dolphins should cajole outside
6621218,619195,F,53322.49,10/19/1994,4-NOT SPECIFIED,Clerk#000004431,0,uffily unusual pinto beans. slyly 
6621219,1277809,P,59173.65,5/26/1995,1-URGENT,Clerk#000006985,0,he slyly pending deposits wake carefully silent excuses. express dolphins 
6621220,633118,O,190064.01,3/22/1996,1-URGENT,Clerk#000001345,0,. final accounts cajole furiously across
6621221,1281070,O,29364.13,2/2/1997,2-HIGH,Clerk#000002585,0,counts are furiously slyly e
6621222,1420582,O,178909.71,1/24/1997,3-MEDIUM,Clerk#000002002,0,"nts boost. ironic, final deposits a"
6621223,203977,O,209805.05,9/10/1997,4-NOT SPECIFIED,Clerk#000001800,0,refully ironic ideas. asymptotes sleep slyly carefully regular accounts. b
6621248,738706,O,173910.82,12/7/1995,5-LOW,Clerk#000003866,0,"nts against the furiously pending accounts sleep even, "
6621249,1410691,F,243012.92,9/3/1993,1-URGENT,Clerk#000006162,0,. carefully final accounts are slyly a
6621250,458935,F,129634.14,4/26/1992,1-URGENT,Clerk#000002161,0,y special excuses. quickly pending theodol
6621251,291967,F,81166.96,2/5/1992,1-URGENT,Clerk#000000397,0,slyly. slyly pending accounts thrash furio
6621252,584854,O,163672.66,9/10/1997,2-HIGH,Clerk#000002002,0,ages sleep quickly special instructions. carefull
6621253,132262,F,12396.12,5/10/1994,3-MEDIUM,Clerk#000001383,0,uickly across the carefu
6621254,1406788,O,87117.68,6/28/1997,4-NOT SPECIFIED,Clerk#000005311,0, use slyly finally express platelets. carefully bold
6621255,870833,F,2644.64,9/22/1993,1-URGENT,Clerk#000007099,0,leep carefully. furiously even 
6621280,577981,O,106758.26,9/21/1996,5-LOW,Clerk#000006315,0,"al foxes eat about the final, final courts"
6621281,120533,F,40062.14,10/12/1992,4-NOT SPECIFIED,Clerk#000007241,0,"regular accounts? pending, regular instructio"
6621282,796015,F,254581.75,6/17/1994,5-LOW,Clerk#000006578,0,ions. carefully pending sentiments wake blithely 
6621283,116762,O,128097.09,7/11/1995,5-LOW,Clerk#000005163,0,unts. blithely regular theodolites play acro
6621284,415208,O,227064.65,6/10/1998,3-MEDIUM,Clerk#000001213,0,pecial theodolites. regular foxes maintain someti
6621285,399781,F,342257.32,7/11/1994,1-URGENT,Clerk#000001583,0,r deposits. quickly fi
6621286,586723,O,171098.44,8/23/1996,1-URGENT,Clerk#000001031,0,ndencies detect daringly furiously ironic pinto beans. final excuses c
6621287,36190,F,151762.04,3/25/1994,2-HIGH,Clerk#000006360,0,s. thinly regular requests boost among the even
6621312,738967,F,2659.32,7/1/1994,2-HIGH,Clerk#000005955,0,blithely final accou
6621313,1296763,O,134554.88,6/24/1995,4-NOT SPECIFIED,Clerk#000000681,0,arefully express deposits. slyly 
6621314,1195009,F,33989.48,3/17/1992,2-HIGH,Clerk#000003034,0,detect slyly. carefully regular ideas about the slyly iro
6621315,1015645,O,22877.44,8/2/1998,4-NOT SPECIFIED,Clerk#000002682,0,its are blithely. platelets nod fluffily along the deposits. theodoli
6621316,1438412,O,57124.21,8/1/1995,3-MEDIUM,Clerk#000002433,0, dazzle carefully carefully even depo
6621317,1379371,F,60361.74,3/15/1994,4-NOT SPECIFIED,Clerk#000005223,0,deposits. brave foxes sleep. quickly bold foxes integr
6621318,561388,O,81886.34,2/6/1996,1-URGENT,Clerk#000001999,0,furiously. blithely even asymptote
6621319,232264,O,46565.55,12/9/1995,4-NOT SPECIFIED,Clerk#000003975,0, sleep according to th
6621344,639770,O,271622.52,12/1/1995,3-MEDIUM,Clerk#000008012,0,rthogs sleep carefully bold notorni
6621345,610534,O,332568.53,7/23/1998,3-MEDIUM,Clerk#000003384,0,ing to the quickly ironic packages cajole a
6621346,1225490,O,168799.04,7/6/1995,2-HIGH,Clerk#000001281,0,luffily unusual theodolites wake quickly pending accounts. furiously pending 
6621347,309784,F,222858.39,4/13/1993,3-MEDIUM,Clerk#000007674,0, quickly: carefully even dolphins detect furiously accordi
6621348,36985,O,210858.95,8/29/1995,4-NOT SPECIFIED,Clerk#000004965,0, busily regular packages play slyly
6621349,576461,F,96169.73,8/22/1994,5-LOW,Clerk#000003024,0,deposits are furiously across 
6621350,75335,O,161452.69,10/19/1997,3-MEDIUM,Clerk#000005953,0,s. quickly express somas
6621351,139357,P,190075.87,4/11/1995,4-NOT SPECIFIED,Clerk#000009794,0,gular accounts cajole furiously busy deposi
6621376,645566,O,82475.71,10/26/1996,3-MEDIUM,Clerk#000002354,0,y final ideas nag among the pinto beans? final platele
6621377,512461,O,49848.41,7/25/1995,5-LOW,Clerk#000008086,0,uickly ironic packages. quickly ruthless accounts could have to boo
6621378,1431772,O,20126.52,8/12/1996,4-NOT SPECIFIED,Clerk#000007788,0,ely regular dependencies detect. dolphins use furiously eve
6621379,773180,F,122621.49,4/1/1992,1-URGENT,Clerk#000005365,0,slyly pending deposits haggle slyly alon
6621380,332269,F,119444.89,6/28/1994,3-MEDIUM,Clerk#000009343,0, special requests nag unusu
6621381,1412890,F,173948.74,7/23/1994,2-HIGH,Clerk#000000362,0, blithely unusual deposits across the blithely regular requests sleep quickly
6621382,1441780,F,53241.08,4/24/1992,3-MEDIUM,Clerk#000000278,0,"ounts. furiously regular multipliers wake slyly. slow, final asympt"
6621383,994895,O,116439.41,5/20/1996,4-NOT SPECIFIED,Clerk#000003550,0,s. regular packages detect according to the carefully final theo
6621408,686237,F,33221.69,3/18/1993,5-LOW,Clerk#000004186,0,ve slyly through the slyly final accounts. quickly final requests nag blithely
6621409,74729,O,199758.62,2/13/1998,4-NOT SPECIFIED,Clerk#000009659,0,e quickly furiously regular instructions. s
6621410,468347,O,72863.13,7/30/1997,5-LOW,Clerk#000006163,0,ect! ironic accounts wake carefully slyly regular braids. acco
6621411,1003775,F,56285.71,7/8/1992,4-NOT SPECIFIED,Clerk#000006089,0,nically ironic instructions are furiously regular instructions? 
6621412,1436633,O,333409.95,8/9/1995,4-NOT SPECIFIED,Clerk#000009213,0,ainst the blithely regular packages. furiously bold deposits affix 
6621413,1476026,O,136936.68,2/12/1998,1-URGENT,Clerk#000000313,0,oxes unwind carefully bold instructions. packages ki
6621414,561250,F,3599.12,4/27/1993,1-URGENT,Clerk#000007884,0,ully final accounts 
6621415,914981,O,260601.60,7/21/1995,4-NOT SPECIFIED,Clerk#000001187,0,accounts are! quickly express forges sl
6621440,76462,O,167794.20,7/23/1996,2-HIGH,Clerk#000002715,0," slyly express deposits are quickly. final, regu"
6621441,1075303,O,170897.91,5/25/1997,1-URGENT,Clerk#000008008,0,thily against the blithel
6621442,613205,F,89529.26,8/14/1994,1-URGENT,Clerk#000009443,0, instructions are final foxes. blithely ruthl
6621443,1123144,F,249046.75,4/24/1993,1-URGENT,Clerk#000005444,0,fter the express deposits! carefully regular packages serve. blithely ex
6621444,677861,O,286654.94,1/4/1996,4-NOT SPECIFIED,Clerk#000007528,0,c deposits. furiously ironic packages hinder daring
6621445,300703,F,208708.56,8/31/1992,1-URGENT,Clerk#000000906,0,"p among the blithely ironic ideas. even, bold instructio"
6621446,397345,F,284122.89,9/5/1994,5-LOW,Clerk#000006660,0,ackages above the blithely special 
6621447,144089,O,53181.66,6/12/1997,1-URGENT,Clerk#000002539,0,ts. ironic deposits print slyly across t
6621472,697432,F,10545.44,6/5/1993,4-NOT SPECIFIED,Clerk#000008102,0,arefully express accounts. f
6621473,724595,F,295925.85,5/6/1992,1-URGENT,Clerk#000008349,0, cajole furiously regular theodolite
6621474,1256123,O,254620.73,7/29/1998,3-MEDIUM,Clerk#000007208,0,egular dependencies poach carefully; blithely pending foxes mold abov
6621475,652229,F,175476.60,5/21/1992,5-LOW,Clerk#000002910,0, dependencies kindle quickly carefully pending
6621476,1497064,O,129144.02,5/15/1996,3-MEDIUM,Clerk#000006402,0,ove the evenly special packages; slyly b
6621477,144487,F,84061.66,1/8/1992,5-LOW,Clerk#000008748,0,heodolites nod slyly blithely bold depths. carefully pending foxes haggle b
6621478,1365487,O,43510.91,4/6/1995,2-HIGH,Clerk#000003342,0,ithely regular packages haggle furiously iron
6621479,1222786,F,137232.34,2/25/1992,3-MEDIUM,Clerk#000008209,0,he slyly stealthy deposits? furiously regular pint
6621504,1357225,O,114632.55,10/25/1995,3-MEDIUM,Clerk#000005199,0,even packages. express p
6621505,376652,F,208336.41,4/10/1992,4-NOT SPECIFIED,Clerk#000005389,0," dazzle special foxes. furiously brave packages print final, ironic depos"
6621506,384188,O,243899.34,6/26/1995,2-HIGH,Clerk#000009460,0,s the slyly regular p
6621507,1042799,O,139902.09,9/17/1996,4-NOT SPECIFIED,Clerk#000002443,0,ts are after the brave foxes. regular
6621508,307934,F,80251.16,1/15/1992,3-MEDIUM,Clerk#000003227,0,to the furiously expre
6621509,443261,P,273008.21,3/16/1995,3-MEDIUM,Clerk#000002143,0,ickly. regular instructions nag carefully despite the fluffily fina
6621510,876053,O,85365.61,8/30/1996,4-NOT SPECIFIED,Clerk#000004951,0,ts cajole carefully. th
6621511,1321954,O,140781.17,1/22/1998,3-MEDIUM,Clerk#000006031,0,ckages sleep against the ironic packages. bold deposits cajole. furiously 
6621536,78956,O,171283.62,4/21/1998,5-LOW,Clerk#000007354,0,"thely express dolphins boost furiously. ironic, regular accou"
6621537,1012676,O,1616.72,7/15/1997,3-MEDIUM,Clerk#000002379,0,ar requests. carefully regular instructions are bl
6621538,1036375,F,183668.52,10/21/1993,1-URGENT,Clerk#000005282,0,equests. slyly even accounts cajole blithely according to the fina
6621539,329572,F,88064.02,10/12/1994,4-NOT SPECIFIED,Clerk#000002946,0,"ains cajole bold, final accounts. special accounts boost blithely against the"
6621540,1108919,F,164316.38,7/24/1992,3-MEDIUM,Clerk#000007804,0,e quickly pending packages. 
6621541,92126,F,167384.60,5/25/1993,4-NOT SPECIFIED,Clerk#000008841,0,ve the carefully express requests. bl
6621542,347467,O,189395.50,3/20/1997,2-HIGH,Clerk#000001120,0," the regular, pending deposits. slyly bold pinto beans "
6621543,355781,F,327719.61,6/8/1992,2-HIGH,Clerk#000001575,0,ully final accounts. regular patt
6621568,595694,F,76984.95,3/25/1994,5-LOW,Clerk#000005973,0,furiously furiously ironic instruction
6621569,815675,O,75902.86,3/8/1996,4-NOT SPECIFIED,Clerk#000005850,0,re furiously. regular i
6621570,532928,F,149623.10,10/19/1993,2-HIGH,Clerk#000003138,0,press pinto beans haggle. express foxes sleep blithely. blithel
6621571,412898,F,89540.32,6/24/1993,3-MEDIUM,Clerk#000004979,0,ccounts run furiously unusual requests. regular dependencies according to t
6621572,563716,F,271796.53,1/9/1992,2-HIGH,Clerk#000008078,0,y special decoys nag furio
6621573,353635,O,265435.74,5/18/1998,3-MEDIUM,Clerk#000002468,0,s cajole slyly about the instr
6621574,517157,F,257529.91,7/31/1994,3-MEDIUM,Clerk#000009607,0,snooze furiously among the reg
6621575,843785,F,192795.96,9/29/1993,4-NOT SPECIFIED,Clerk#000005057,0,asymptotes wake slyly furiously fi
6621600,481906,O,107272.30,2/25/1998,3-MEDIUM,Clerk#000002232,0,blithely express re
6621601,887899,O,134732.70,6/13/1995,5-LOW,Clerk#000000180,0,eodolites unwind slyly final packages. even depo
6621602,891754,O,206220.59,11/11/1996,2-HIGH,Clerk#000002516,0,"posits. accounts wake ironic, ironic pinto beans. quickly final instructi"
6621603,1188316,F,137443.74,6/7/1993,5-LOW,Clerk#000002575,0,foxes are carefully around the d
6621604,999253,F,125294.86,4/26/1994,1-URGENT,Clerk#000000328,0, accounts sleep carefully carefully ironic requests. silent requ
6621605,430300,F,99394.38,8/28/1993,2-HIGH,Clerk#000001257,0, asymptotes about the furiously bold theodolites are finally even de
6621606,538829,F,61650.97,4/11/1993,3-MEDIUM,Clerk#000004479,0,iously special packages. blithely ironic sentim
6621607,582380,F,143284.68,12/27/1992,4-NOT SPECIFIED,Clerk#000005649,0, packages would wake blithely slyly express requests. quickly silent a
6621632,553297,O,273371.15,4/30/1998,5-LOW,Clerk#000008282,0,y pending requests haggle idly ironic instruct
6621633,756626,F,172560.94,1/20/1994,1-URGENT,Clerk#000003195,0,ress excuses. fluffily final multipliers de
6621634,1110136,F,89295.99,1/28/1993,5-LOW,Clerk#000008313,0,tes solve fluffily blithe
6621635,1029715,F,175178.57,10/30/1994,1-URGENT,Clerk#000000283,0,al somas use slyly above the silent f
6621636,904747,O,28726.85,3/27/1998,3-MEDIUM,Clerk#000006600,0,"e blithely ironic ideas. final, "
6621637,581830,F,235620.90,12/16/1992,4-NOT SPECIFIED,Clerk#000007948,0,"ial courts wake. regular, ironic courts are blithe"
6621638,313270,O,210004.25,3/2/1996,1-URGENT,Clerk#000005984,0,about the blithely ironic packages. regula
6621639,126655,O,44003.76,10/12/1997,4-NOT SPECIFIED,Clerk#000008729,0,t the furiously final packages haggle sl
6621664,187606,O,285815.82,4/7/1996,2-HIGH,Clerk#000008250,0,"sits. busy, regular decoys according to the blit"
6621665,71087,F,104015.32,6/22/1992,2-HIGH,Clerk#000002136,0,ggle boldly pending depo
6621666,753160,F,34083.56,10/7/1994,4-NOT SPECIFIED,Clerk#000008022,0,nto beans are carefully above t
6621667,1345075,F,32011.42,5/7/1994,5-LOW,Clerk#000005136,0, haggle slyly fluffily quiet deposits. daringly bold excuses accord
6621668,145642,F,27141.47,9/6/1994,1-URGENT,Clerk#000009341,0, ironic pinto beans are furiously according to the furiously special d
6621669,1273141,O,83042.24,8/1/1997,5-LOW,Clerk#000001155,0,odolites will unwind qu
6621670,170224,F,279148.12,4/6/1994,4-NOT SPECIFIED,Clerk#000000983,0, according to the furiously express dolphins haggle spec
6621671,434086,O,13813.89,12/23/1995,2-HIGH,Clerk#000007828,0,y regular accounts nag regular pinto b
6621696,1154168,F,6877.18,12/29/1994,1-URGENT,Clerk#000000691,0, above the ironic requests are among the careful
6621697,92260,F,118516.34,2/22/1993,3-MEDIUM,Clerk#000002244,0,s haggle slyly. asym
6621698,1106473,F,133149.74,12/23/1992,1-URGENT,Clerk#000003323,0, use pending excuses! even inst
6621699,988720,F,135685.92,7/30/1994,2-HIGH,Clerk#000002638,0,s affix. carefully regular ideas 
6621700,393695,F,67293.34,3/25/1993,2-HIGH,Clerk#000007920,0,riously regular ideas cajole slowly according to the fu
6621701,319078,O,255139.71,4/17/1997,2-HIGH,Clerk#000008021,0,"raids. bold, regular packages nag. silent, regular de"
6621702,234718,F,120442.51,9/19/1993,2-HIGH,Clerk#000004200,0,"thely silent instructions cajole carefully ironic, final braids. blithely i"
6621703,1401919,O,45659.64,12/16/1996,2-HIGH,Clerk#000008959,0,ts eat carefully: requests sleep fluffily never express requests
6621728,45262,F,157190.70,10/7/1992,1-URGENT,Clerk#000008727,0,"ans wake against the final,"
6621729,204943,F,139479.22,6/29/1992,3-MEDIUM,Clerk#000009981,0,ajole slyly according to the furio
6621730,471386,O,128561.90,10/3/1995,1-URGENT,Clerk#000001512,0,ular packages affix carefully slyly regular instruction
6621731,1068616,F,270701.05,4/12/1994,2-HIGH,Clerk#000004641,0, regular pearls unwind furiously pending p
6621732,713305,F,242240.52,9/21/1994,5-LOW,Clerk#000005861,0,ccounts. carefully special p
6621733,489241,F,177668.77,6/22/1994,5-LOW,Clerk#000002077,0,"aids eat blithely at the slyly bold instructions. bold, silent"
6621734,1144738,F,77409.31,1/6/1992,3-MEDIUM,Clerk#000008184,0,"ges. bold, express deposits cajole furiously asymptot"
6621735,599584,F,28810.41,6/6/1992,1-URGENT,Clerk#000002842,0,fluffily silent requests haggle. sile
6621760,192323,O,163703.25,7/15/1995,2-HIGH,Clerk#000002898,0, packages dazzle after the furiously final reque
6621761,1358954,F,24738.08,4/20/1993,1-URGENT,Clerk#000003315,0,ly against the slyly special attainments.
6621762,932623,F,239534.19,6/23/1993,2-HIGH,Clerk#000004462,0,requests use furiously. slyly even decoys above the regula
6621763,1090697,O,240538.62,6/29/1998,5-LOW,Clerk#000000425,0," regular, even accounts. furiously regular deposits sleep along the pl"
6621764,1338439,F,18252.77,10/9/1992,2-HIGH,Clerk#000006969,0,mise slyly across the carefully final packages.
6621765,1133485,O,295267.57,3/18/1996,1-URGENT,Clerk#000000838,0,uriously express requests. quietly regular platelets poach blithely reg
6621766,470545,F,74622.57,5/11/1992,2-HIGH,Clerk#000004184,0,final gifts cajole ca
6621767,448798,F,102018.84,5/2/1993,1-URGENT,Clerk#000009032,0,. blithely permanent braid
6621792,917431,O,119635.41,11/27/1996,1-URGENT,Clerk#000007720,0, the carefully final packages haggle after the even pinto bean
6621793,736888,F,139156.60,6/28/1994,5-LOW,Clerk#000008189,0,requests along the carefully ironic pearls should have t
6621794,847630,O,52209.78,4/22/1995,4-NOT SPECIFIED,Clerk#000001341,0,"sly. regular, unusual"
6621795,612482,O,412904.17,12/24/1996,1-URGENT,Clerk#000001652,0,c packages are fluffily theodolites. requests
6621796,979657,O,101616.12,10/16/1995,2-HIGH,Clerk#000004473,0, wake. even packages sleep alongsi
6621797,1067326,O,209070.01,10/24/1995,3-MEDIUM,Clerk#000006939,0,age carefully around the carefully bold warhorses. furiou
6621798,15521,F,147746.32,3/29/1994,3-MEDIUM,Clerk#000004506,0,es. carefully pending pinto 
6621799,1348850,F,389583.99,10/23/1992,3-MEDIUM,Clerk#000008850,0,lly along the furiously final requests. blithely 
6621824,605314,F,296553.06,9/15/1992,5-LOW,Clerk#000006457,0,ickly even ideas. regular asymptotes sleep quickly. w
6621825,496415,F,177078.96,12/26/1992,3-MEDIUM,Clerk#000000139,0,ts are furiously furiously final sau
6621826,233542,F,52589.55,12/17/1993,4-NOT SPECIFIED,Clerk#000004810,0,y after the special requests. slyly regular depe
6621827,1115054,P,239539.38,5/11/1995,5-LOW,Clerk#000000078,0,uses believe furiousl
6621828,1197376,F,210369.06,4/16/1993,1-URGENT,Clerk#000008686,0,cording to the slyly unusual deposits us
6621829,283408,O,76857.25,10/22/1996,5-LOW,Clerk#000006776,0,uriously blithely ironic requests
6621830,719029,F,159187.56,11/3/1993,2-HIGH,Clerk#000000835,0,special asymptotes. reg
6621831,689590,F,243612.50,5/23/1992,3-MEDIUM,Clerk#000001359,0,ependencies. blithely r
6621856,920174,F,63045.63,7/16/1993,2-HIGH,Clerk#000005000,0,ironic packages. carefully specia
6621857,355666,F,147719.45,3/19/1994,5-LOW,Clerk#000006257,0,ter the slyly ironic foxes wake evenl
6621858,162178,O,275543.56,12/7/1995,3-MEDIUM,Clerk#000000326,0,manent deposits-- quickly brave deposits cajole ironic pinto beans
6621859,207808,O,223954.04,7/10/1997,1-URGENT,Clerk#000008957,0,arefully express platelets are above the furious
6621860,604672,F,7290.03,5/23/1994,1-URGENT,Clerk#000003780,0,y. boldly even accounts hag
6621861,209831,O,82471.44,4/25/1996,5-LOW,Clerk#000009779,0,yly alongside of the quickly final ide
